timestamp,episode,stage,reward,success,completed_agents,phase_changes,phase_label,mean_phase,centroid_error,formation_error,triangle_spacing_error,spacing_uav0_uav1,spacing_uav0_uav2,spacing_uav1_uav2,max_agent_formation_error,min_obstacle_distance,mean_obstacle_distance,obstacle_collision_count,obstacle_proximity_penalty,mean_dist_to_target,max_dist_to_target,mean_speed,max_speed,mean_attitude_error,smoothness_cost,collision_count,min_pair_dist,crashed,landed,centroid_x,centroid_y,centroid_z,uav0_x,uav1_x,uav2_x,uav0_y,uav1_y,uav2_y,uav0_z,uav1_z,uav2_z,wandb_url
2026-05-30T11:14:36.791112,1,1,2642.54966737584,0,0,0,TAKEOFF_TRIANGLE_A,0.0,0.045304637402296066,0.009519845247268677,0.013017316659291586,0.7492289543151855,0.7260262966156006,0.7356927990913391,0.014059901237487793,0.8510960340499878,1.2858967781066895,0,0.0,0.0465916283428669,0.04809897392988205,0.15171337127685547,0.15532176196575165,0.011222150176763535,0.1731838434934616,0,0.7260262966156006,0,0,0.0013907054672017694,-0.003293852088972926,0.9548366665840149,0.42753544449806213,-0.21479274332523346,-0.20857058465480804,0.00861040037125349,-0.3770785331726074,0.3585865795612335,0.9554322361946106,0.9538300633430481,0.9552476406097412,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-v0-7-compact-triangle-obstacle/runs/e2tvkqh5
2026-05-30T11:14:38.769209,2,1,2642.7694348851487,0,0,0,TAKEOFF_TRIANGLE_A,0.0,0.04427064582705498,0.00818530935794115,0.01181246836980184,0.747036337852478,0.736391007900238,0.7311352491378784,0.012210709042847157,0.8462209701538086,1.2831168174743652,0,0.0,0.04511519894003868,0.045355718582868576,0.14944759011268616,0.15232345461845398,0.010575306601822376,0.14941446483135223,0,0.7311352491378784,0,0,0.002427751896902919,0.003966381307691336,0.955974280834198,0.43265408277511597,-0.21424652636051178,-0.21112430095672607,0.009328697808086872,-0.36427876353263855,0.36684921383857727,0.9558926224708557,0.9564787149429321,0.9555513262748718,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-v0-7-compact-triangle-obstacle/runs/e2tvkqh5
2026-05-30T11:14:40.942516,3,1,2642.5949161038907,0,0,0,TAKEOFF_TRIANGLE_A,0.0,0.04391355440020561,0.008333312347531319,0.009416818618774414,0.7466930747032166,0.7445022463798523,0.7305542230606079,0.01210697740316391,0.8457170128822327,1.2842050790786743,0,0.0,0.04478571191430092,0.04567788168787956,0.15604321658611298,0.1613551378250122,0.008383672684431076,0.12711162865161896,0,0.7305542230606079,0,0,0.0031354029197245836,-0.0013121863594278693,0.9562181830406189,0.43644723296165466,-0.21165046095848083,-0.21539056301116943,0.00239655957557261,-0.36843881011009216,0.36210569739341736,0.956753134727478,0.9557197690010071,0.9561815857887268,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-v0-7-compact-triangle-obstacle/runs/e2tvkqh5
2026-05-30T11:14:42.946519,4,1,2642.5470906927703,0,0,0,TAKEOFF_TRIANGLE_A,0.0,0.04351021721959114,0.006528351455926895,0.01009213924407959,0.7429518699645996,0.7438563108444214,0.7329154014587402,0.009436876513063908,0.8466164469718933,1.2825487852096558,0,0.0,0.04409587383270264,0.04589185118675232,0.160414457321167,0.1637319177389145,0.015048840083181858,0.16266566514968872,0,0.7329154014587402,0,0,0.004859770182520151,0.0001378158776788041,0.9567622542381287,0.4360610842704773,-0.20916511118412018,-0.21231666207313538,0.001377515378408134,-0.3669348359107971,0.36597076058387756,0.9577916264533997,0.9552007913589478,0.9572942852973938,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-v0-7-compact-triangle-obstacle/runs/e2tvkqh5
2026-05-30T11:14:44.693089,5,1,2642.6541228049273,0,0,0,TAKEOFF_TRIANGLE_A,0.0,0.04389979690313339,0.004379966761916876,0.009297053019205729,0.7422008514404297,0.7388946413993835,0.7410133481025696,0.005732032470405102,0.8536640405654907,1.2864288091659546,0,0.0,0.04411127045750618,0.0460953451693058,0.15523087978363037,0.15837056934833527,0.013077151961624622,0.04906432703137398,0,0.7388946413993835,0,0,0.002050648210570216,-0.00275884079746902,0.9562349915504456,0.42951586842536926,-0.21263237297534943,-0.21073155105113983,-0.0016561440424993634,-0.3738107681274414,0.3671903908252716,0.9569312930107117,0.9539808630943298,0.9577929377555847,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-v0-7-compact-triangle-obstacle/runs/e2tvkqh5
2026-05-30T11:15:13.967693,1,1,12231.728091014602,0,0,0,MOVE_TRIANGLE_OBSTACLE,1.0,0.14180390536785126,0.0037040654569864273,0.004606564839680989,0.7410321235656738,0.7492769956588745,0.7541288137435913,0.00478108087554574,0.3442822992801666,0.5622783899307251,1,0.08508676942437887,0.1418500393629074,0.1439717710018158,0.397104412317276,0.40612900257110596,0.023355454206466675,0.10919961333274841,0,0.7410321235656738,1,0,1.1073585748672485,-0.017284343019127846,1.0054386854171753,1.5358176231384277,0.8940085172653198,0.8922494649887085,-0.021713389083743095,-0.39213159680366516,0.3619919419288635,1.0063703060150146,1.0060750246047974,1.0038703680038452,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-v0-7-compact-triangle-obstacle/runs/f23wgnom
2026-05-30T11:15:20.666970,2,1,11797.135547781527,0,0,0,MOVE_TRIANGLE_OBSTACLE,1.0,0.09408451616764069,0.004394411109387875,0.0032092134157816568,0.7509436011314392,0.7470337152481079,0.7557177543640137,0.0055730026215314865,0.34810641407966614,0.5624264478683472,1,0.08452171366661787,0.09412369877099991,0.09897976368665695,0.4066073000431061,0.41600653529167175,0.01913219504058361,0.11240204423666,0,0.7470337152481079,1,0,1.099094271659851,-0.014041642658412457,1.0048216581344604,1.5302162170410156,0.8794675469398499,0.8875992298126221,-0.016093390062451363,-0.3908499777317047,0.3648184537887573,1.0058499574661255,1.0057613849639893,1.0028536319732666,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-v0-7-compact-triangle-obstacle/runs/f23wgnom
2026-05-30T11:15:27.084226,3,1,11655.008096526446,0,0,0,MOVE_TRIANGLE_OBSTACLE,1.0,0.0746675506234169,0.005871026311069727,0.005337278048197429,0.7509311437606812,0.7572792172431946,0.7578014731407166,0.007080929819494486,0.34832432866096497,0.5654307007789612,1,0.0826173322275281,0.07487212866544724,0.07801581174135208,0.3982886075973511,0.41273003816604614,0.015854807570576668,0.11927759647369385,0,0.7509311437606812,1,0,1.1033707857131958,-0.016799381002783775,1.0042431354522705,1.5380126237869263,0.8853036761283875,0.8867959380149841,-0.021859442815184593,-0.3931654691696167,0.36462676525115967,1.0058575868606567,1.005151391029358,1.0017204284667969,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-v0-7-compact-triangle-obstacle/runs/f23wgnom
2026-05-30T11:15:33.972008,4,1,11527.261070070019,0,0,0,MOVE_TRIANGLE_OBSTACLE,1.0,0.05916183814406395,0.008832472376525402,0.006788849830627441,0.7403583526611328,0.760594367980957,0.7498694658279419,0.013120478950440884,0.3488180935382843,0.5663014054298401,1,0.08097489969804883,0.05987630784511566,0.0618293322622776,0.3957473933696747,0.4151253402233124,0.015329794026911259,0.10335934162139893,0,0.7403583526611328,1,0,1.104488730430603,-0.019691476598381996,1.0055562257766724,1.5377593040466309,0.8886167407035828,0.8870898485183716,-0.032306525856256485,-0.3883163630962372,0.36154845356941223,1.0070762634277344,1.0058788061141968,1.0037137269973755,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-v0-7-compact-triangle-obstacle/runs/f23wgnom
2026-05-30T11:15:40.713954,5,1,11453.52903831548,0,0,0,MOVE_TRIANGLE_OBSTACLE,1.0,0.053476933389902115,0.0061362553387880325,0.005955437819163005,0.7518097758293152,0.7522264122962952,0.7638301253318787,0.008206449449062347,0.3487838804721832,0.5661551356315613,1,0.0830286331474781,0.0537690669298172,0.05795107036828995,0.3929177522659302,0.41342607140541077,0.022194981575012207,0.10102632641792297,0,0.7518097758293152,1,0,1.1018558740615845,-0.017576029524207115,1.006035327911377,1.533724069595337,0.884251058101654,0.8875922560691833,-0.01973547972738743,-0.3984073996543884,0.3654147982597351,1.008500099182129,1.0052882432937622,1.0043177604675293,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-v0-7-compact-triangle-obstacle/runs/f23wgnom
