timestamp,episode,stage,reward,success,completed_agents,phase_changes,mean_phase,mean_dist_to_target,max_dist_to_target,mean_xy_error,mean_speed,mean_attitude_error,collision_count,min_pair_dist,crashed,uav0_phase,uav1_phase,uav2_phase,uav0_x,uav1_x,uav2_x,uav0_z,uav1_z,uav2_z,wandb_url
2026-05-16T12:45:44.700137,1,1,15170.418943346614,1,3,0,2.0,0.11845796058575313,0.12451057881116867,0.07396974911292394,0.26803375283877057,0.012458552606403828,0,0.6028794050216675,0,LAND_B,LAND_B,LAND_B,2.081059694290161,2.072654962539673,2.06776762008667,0.19441714882850647,0.19261175394058228,0.19037634134292603,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:45:58.225189,2,1,16161.956216219758,1,3,0,2.0,0.1411768446365992,0.14351937174797058,0.10250080625216167,0.28093595306078595,0.017579917485515278,0,0.5950755476951599,0,LAND_B,LAND_B,LAND_B,2.103700637817383,2.101257085800171,2.1013338565826416,0.19853900372982025,0.19722197949886322,0.19547174870967865,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:46:09.844542,3,1,14688.462619206359,1,3,0,2.0,0.1488614579041799,0.15210099518299103,0.11196869363387425,0.28358007470766705,0.00958321561726431,0,0.5945287346839905,0,LAND_B,LAND_B,LAND_B,2.111842155456543,2.11613130569458,2.1078124046325684,0.19938421249389648,0.198195219039917,0.19665230810642242,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:46:21.774959,4,1,14392.015497246644,1,3,0,2.0,0.1532829205195109,0.1588573306798935,0.1179217944542567,0.2846228778362274,0.017015641865630943,0,0.5916742086410522,0,LAND_B,LAND_B,LAND_B,2.116835355758667,2.110107183456421,2.1263222694396973,0.19884739816188812,0.19828826189041138,0.1962844282388687,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:46:33.698759,5,1,14418.19307771618,1,3,0,2.0,0.15212740004062653,0.15447662770748138,0.11632243047157924,0.2818102439244588,0.020700153584281605,0,0.5900136828422546,0,LAND_B,LAND_B,LAND_B,2.11267352104187,2.115335702896118,2.1206486225128174,0.19948522746562958,0.19802534580230713,0.19646695256233215,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:46:47.375436,6,1,14381.497740793924,1,3,0,2.0,0.15585576991240183,0.15592806041240692,0.12126362820466359,0.2811618944009145,0.013845046206067005,0,0.5961873531341553,0,LAND_B,LAND_B,LAND_B,2.1198558807373047,2.1205432415008545,2.1226117610931396,0.19920440018177032,0.19857476651668549,0.19589346647262573,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:47:01.462125,7,1,14464.805150351736,1,3,0,2.0,0.15104947487513223,0.15155792236328125,0.11504206558068593,0.282370388507843,0.013841359876096249,0,0.5975514054298401,0,LAND_B,LAND_B,LAND_B,2.1122984886169434,2.1152079105377197,2.117291212081909,0.19988612830638885,0.19831562042236328,0.19533751904964447,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:47:15.689727,8,1,14347.699534290374,1,3,0,2.0,0.15201119085152945,0.15570402145385742,0.11601200451453526,0.2857409914334615,0.014060317849119505,0,0.599851131439209,0,LAND_B,LAND_B,LAND_B,2.1191999912261963,2.1164438724517822,2.1118876934051514,0.19958209991455078,0.19846759736537933,0.1966126710176468,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:47:29.168959,9,1,14951.200305590557,1,3,0,2.0,0.15096348524093628,0.15579526126384735,0.11917744825283687,0.2695073088010152,0.01194157792876164,0,0.5859817862510681,0,LAND_B,LAND_B,LAND_B,2.1150529384613037,2.115286111831665,2.126551628112793,0.19437965750694275,0.19297927618026733,0.19028718769550323,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:47:42.915750,10,2,14321.962755216282,1,3,0,2.0,0.15739948054154715,0.15990877151489258,0.12334449092547099,0.2816953659057617,0.013069014996290207,0,0.6009315848350525,0,LAND_B,LAND_B,LAND_B,2.125107526779175,2.125922918319702,2.1186063289642334,0.1993197798728943,0.19808931648731232,0.19590578973293304,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:47:55.161224,11,2,16504.08033442272,1,3,0,2.0,0.11815554648637772,0.12405575811862946,0.0731344223022461,0.26875168085098267,0.013328992451230684,0,0.5939479470252991,0,LAND_B,LAND_B,LAND_B,2.080437421798706,2.067077398300171,2.0716373920440674,0.19442974030971527,0.19327205419540405,0.1904553323984146,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:48:07.319489,12,2,17482.11354881868,1,3,0,2.0,0.13307742774486542,0.13670647144317627,0.09592209756374359,0.26549044251441956,0.01396997986982266,0,0.5992501974105835,0,LAND_B,LAND_B,LAND_B,2.0986714363098145,2.099334955215454,2.089745044708252,0.19461722671985626,0.19238685071468353,0.189660906791687,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:48:19.896638,13,2,15201.353675095503,1,3,0,2.0,0.1450786590576172,0.14897525310516357,0.107323057949543,0.282795916001002,0.017495787081619103,0,0.5854194760322571,0,LAND_B,LAND_B,LAND_B,2.11100172996521,2.1070969104766846,2.103294610977173,0.19925984740257263,0.1981382817029953,0.195445254445076,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:48:33.448083,14,2,14725.27007824387,1,3,0,2.0,0.1559370905160904,0.16187088191509247,0.12158862749735515,0.28153974811236065,0.011352104134857655,0,0.5980605483055115,0,LAND_B,LAND_B,LAND_B,2.127357244491577,2.1162774562835693,2.1209774017333984,0.19989651441574097,0.19807970523834229,0.19482211768627167,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:48:46.095019,15,2,15597.620299225451,1,3,0,2.0,0.14715113242467245,0.15190660953521729,0.11458633095026016,0.2704082727432251,0.015405099218090376,0,0.5965038537979126,0,LAND_B,LAND_B,LAND_B,2.118950605392456,2.1089911460876465,2.1153042316436768,0.1943386346101761,0.19287699460983276,0.18961457908153534,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:48:58.500035,16,2,14744.444147333685,1,3,0,2.0,0.1519290953874588,0.15616148710250854,0.11625067641337712,0.28338822722435,0.01661957862476508,0,0.5939233303070068,0,LAND_B,LAND_B,LAND_B,2.115752935409546,2.120854616165161,2.1111249923706055,0.19957272708415985,0.19823695719242096,0.19557546079158783,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
2026-05-16T12:49:11.570222,17,2,14704.047811696953,1,3,0,2.0,0.15595316886901855,0.16084295511245728,0.12167428433895111,0.2822538415590922,0.014216720126569271,0,0.5868771076202393,0,LAND_B,LAND_B,LAND_B,2.126528024673462,2.120767593383789,2.1169722080230713,0.19930250942707062,0.19792598485946655,0.19541041553020477,https://wandb.ai/ememchijioke-university-of-klagenfurt/marl-uav-mission-no-formation/runs/qgyhqyu7
